model,layer,transform_type,delta_cos
bert,12.0,verb_regular,0.42635607719421387
bert,12.0,verb_regular,0.451651006937027
bert,12.0,verb_regular,0.45081645250320435
bert,12.0,verb_regular,0.2278474122285843
bert,12.0,verb_regular,0.21002095937728882
bert,12.0,verb_regular,0.4394511282444
bert,12.0,verb_regular,0.044053297489881516
bert,12.0,verb_regular,0.10585227608680725
bert,12.0,verb_regular,0.6784989237785339
bert,12.0,verb_regular,0.19359272718429565
bert,12.0,verb_regular,0.2439751923084259
bert,12.0,verb_regular,0.7074598073959351
bert,12.0,verb_regular,0.3365318775177002
bert,12.0,verb_regular,0.327372670173645
bert,12.0,verb_regular,0.6078165769577026
bert,12.0,verb_regular,0.27328577637672424
bert,12.0,verb_regular,0.5360663533210754
bert,12.0,verb_regular,0.31483596563339233
bert,12.0,verb_regular,0.020412221550941467
bert,12.0,verb_regular,0.1034412682056427
bert,12.0,verb_regular,0.03060165047645569
bert,12.0,verb_regular,0.2774356007575989
bert,12.0,verb_regular,0.4642068147659302
bert,12.0,verb_regular,0.2938687801361084
bert,12.0,verb_regular,0.23309560120105743
bert,12.0,verb_regular,0.5748520493507385
bert,12.0,verb_regular,0.3134019374847412
bert,12.0,verb_regular,0.27313709259033203
bert,12.0,verb_regular,0.24471692740917206
bert,12.0,verb_regular,0.5486950278282166
bert,12.0,verb_regular,0.08367770165205002
bert,12.0,verb_regular,0.0617949515581131
bert,12.0,verb_regular,0.22226150333881378
bert,12.0,verb_regular,0.2827938199043274
bert,12.0,verb_regular,0.2100222408771515
bert,12.0,verb_regular,0.4334889054298401
bert,12.0,verb_regular,0.24722197651863098
bert,12.0,verb_regular,0.3040929436683655
bert,12.0,verb_regular,0.5022537708282471
bert,12.0,verb_regular,0.4385322034358978
bert,12.0,verb_regular,0.4160647392272949
bert,12.0,verb_regular,0.28458958864212036
bert,12.0,verb_regular,0.10616448521614075
bert,12.0,verb_regular,0.11563217639923096
bert,12.0,verb_regular,0.6007044315338135
bert,12.0,verb_regular,0.23236601054668427
bert,12.0,verb_regular,0.20004688203334808
bert,12.0,verb_regular,0.38659214973449707
bert,12.0,verb_regular,0.3034815788269043
bert,12.0,verb_regular,0.24956311285495758
bert,12.0,verb_regular,0.470526784658432
bert,12.0,verb_regular,0.04590483754873276
bert,12.0,verb_regular,0.1376074254512787
bert,12.0,verb_regular,0.05191308632493019
bert,12.0,verb_regular,0.2703187167644501
bert,12.0,verb_regular,0.4493131637573242
bert,12.0,verb_regular,0.2282671332359314
bert,12.0,verb_regular,0.18757441639900208
bert,12.0,verb_regular,0.5968823432922363
bert,12.0,verb_regular,0.30070000886917114
bert,12.0,verb_regular,0.011029845103621483
bert,12.0,verb_regular,0.01813402771949768
bert,12.0,verb_regular,0.22696182131767273
bert,12.0,verb_regular,0.2858498692512512
bert,12.0,verb_regular,0.30363714694976807
bert,12.0,verb_regular,0.48557406663894653
bert,12.0,verb_regular,0.14009980857372284
bert,12.0,verb_regular,0.3295340836048126
bert,12.0,verb_regular,0.4926581382751465
bert,12.0,verb_regular,0.518958568572998
bert,12.0,verb_regular,0.4662485420703888
bert,12.0,verb_regular,0.3679406940937042
bert,12.0,verb_regular,0.06360744684934616
bert,12.0,verb_regular,0.0852491557598114
bert,12.0,verb_regular,0.4124476909637451
bert,12.0,verb_regular,0.019410062581300735
bert,12.0,verb_regular,-0.02926626242697239
bert,12.0,verb_regular,0.6302382946014404
bert,12.0,verb_regular,0.006347253918647766
bert,12.0,verb_regular,0.18519049882888794
bert,12.0,verb_regular,0.10613004118204117
bert,12.0,verb_regular,0.013410601764917374
bert,12.0,verb_regular,0.12588351964950562
bert,12.0,verb_regular,0.018042098730802536
bert,12.0,verb_regular,0.07054783403873444
bert,12.0,verb_regular,0.08267977088689804
bert,12.0,verb_regular,0.2351124882698059
bert,12.0,verb_regular,0.04616204649209976
bert,12.0,verb_regular,0.059847913682460785
bert,12.0,verb_regular,0.1814444363117218
bert,12.0,verb_regular,0.37815603613853455
bert,12.0,verb_regular,0.32990962266921997
bert,12.0,verb_regular,0.6326772570610046
bert,12.0,verb_regular,0.3443094789981842
bert,12.0,verb_regular,0.3011901378631592
bert,12.0,verb_regular,0.6395391225814819
bert,12.0,verb_regular,0.10111269354820251
bert,12.0,verb_regular,0.46642884612083435
bert,12.0,verb_regular,0.13617286086082458
bert,12.0,verb_regular,0.11404319107532501
bert,12.0,verb_regular,0.24935133755207062
bert,12.0,verb_regular,0.3709823787212372
bert,12.0,verb_regular,0.5044783353805542
bert,12.0,verb_regular,0.47809332609176636
bert,12.0,verb_regular,0.6277395486831665
